project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
laurent22,joplin-1.7.11,joplin-webclipper-popu,babel,24.x.x,dependencies,307,1157,1
NervJS,taro-3.2.0-canary.9,taro,babel,24.x.x,devDependencies,308,1157,1
nodejs,node-15.10.0, ,babel,24.x.x,devDependencies,309,1157,1
parse-community,Parse-SDK-JS-3.1.0,parse,babel,24.x.x,devDependencies,310,1157,1
shipshapecode,tether-2.0.0-beta.5,tether,babel,24.x.x,devDependencies,311,1157,1
ueberdosis,tiptap-tiptap-1.32.1,tiptap-packages,babel,24.x.x,devDependencies,312,1157,1
reactioncommerc,reaction-3.11.1,reaction-api,babel,25.x.x,devDependencies,313,1157,1
single-spa,single-spa-5.9.2,single-spa,babel,25.x.x,dependencies,314,1157,1
alpinejs,alpine-2.8.1,dist/alpine.js,babel,25.x.x,devDependencies,315,1157,1
jonthornton,jquery-timepicker-1.13.18,timepicker,babel,25.x.x,devDependencies,316,1157,1
apexcharts,apexcharts.js-3.23.1,apexcharts,babel,26.x.x,devDependencies,317,1157,1
cube-js,cube.js-0.26.52,@cubejs-client/core,babel,26.x.x,devDependencies,318,1157,1
netlify,netlify-cms-netlify-cms-2.10., ,babel,26.x.x,devDependencies,319,1157,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,babel,26.x.x,devDependencies,320,1157,1
KaTeX,KaTeX-0.13.0,katex,babel,26.x.x,devDependencies,321,1157,1
responsively-or,responsively-app-0.15.0,Responsively-App,babel,26.x.x,devDependencies,322,1157,1
outline,outline-0.53.1,outline,babel,26.x.x,devDependencies,323,1157,1
Automattic,wp-calypso-6.12.0-beta1,@automattic/calypso-bu,babel,26.x.x,dependencies,324,1157,1
jaredpalmer,razzle-4.0.1-canary.10,razzle,babel,26.x.x,dependencies,325,1157,1
transloadit,uppy-uppy-1.26.0,TRUE,babel,26.x.x,devDependencies,326,1157,1
paularmstrong,normalizr-3.6.1,normalizr,babel,26.x.x,devDependencies,327,1157,1
handsontable,handsontable-8.3.1,handsontable,babel,26.x.x,devDependencies,328,1157,1
infernojs,inferno-7.4.8,inferno-build,babel,26.x.x,devDependencies,329,1157,1
invertase,react-native-firebase-11.0.0,react-native-firebase,babel,26.x.x,devDependencies,330,1157,1
prettier,prettier-2.2.1,prettier,babel,26.x.x,devDependencies,331,1157,1
react-grid-layo,react-grid-layout-1.2.2,react-grid-layout,babel,26.x.x,devDependencies,332,1157,1
software-mansio,react-native-reanimated-2.0.0,ReanimatedExample,babel,26.x.x,devDependencies,333,1157,1
vuejs,vuex-4.0.0,vuex,babel,26.x.x,devDependencies,334,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,3.x.x,devDependencies,335,1157,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,babel,4.x.x,dependencies,336,1157,1
mattboldt,typed.js-2.0.11,typed.js,babel,4.x.x,devDependencies,337,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,4.x.x,dependencies,338,1157,1
stealjs,steal-2.2.4,@cycle/storage,babel,4.x.x,devDependencies,339,1157,1
benmosher,eslint-plugin-import-2.22.1,eslint-import-resolver,babel,4.x.x,devDependencies,340,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,4.x.x,devDependencies,341,1157,1
google,shaka-player-3.0.8,shaka-player,babel,4.x.x,devDependencies,342,1157,1
caolan,async-3.2.0,async,babel,5.x.x,dependencies,343,1157,1
frappe,charts-1.5.8,frappe-charts,babel,5.x.x,devDependencies,344,1157,1
marionettejs,backbone.marionette-4.1.3,backbone.marionette,babel,5.x.x,devDependencies,345,1157,1
vuejs,vue-2.6.12,vue,babel,5.x.x,devDependencies,346,1157,1
yanhaijing,template.js-2.5.0,template_js,babel,5.x.x,devDependencies,347,1157,1
oliver-moran,jimp-0.16.1,@jimp/monorepo,babel,5.x.x,devDependencies,348,1157,1
processing,p5.js-1.2.0,p5,babel,5.x.x,devDependencies,349,1157,1
mattboldt,typed.js-2.0.11,typed.js,babel,5.x.x,devDependencies,350,1157,1
atom,atom-1.55.0-beta0,atom,babel,5.x.x,dependencies,351,1157,1
danvk,dygraphs-2.1.0,dygraphs,babel,5.x.x,devDependencies,352,1157,1
mattboldt,typed.js-2.0.11,typed.js,babel,5.x.x,devDependencies,353,1157,1
apexcharts,apexcharts.js-3.23.1,apexcharts,babel,6.x.x,devDependencies,354,1157,1
carbon-design-s,carbon-10.30.0,carbon-components,babel,6.x.x,devDependencies,355,1157,1
fengyuanchen,viewerjs-1.9.0,viewerjs,babel,6.x.x,devDependencies,356,1157,1
invertase,react-native-firebase-11.0.0,react-native-firebase-,babel,6.x.x,devDependencies,357,1157,1
KaTeX,KaTeX-0.13.0,katex,babel,6.x.x,devDependencies,358,1157,1
kazupon,vue-i18n-8.24.0,vue-i18n,babel,6.x.x,devDependencies,359,1157,1
marko-js,marko-5.4.2,marko-project,babel,6.x.x,devDependencies,360,1157,1
mui-org,material-ui-5.0.0-alpha.26,5.0.0-alpha.26,babel,6.x.x,devDependencies,361,1157,1
nodejs,node-15.10.0, ,babel,6.x.x,devDependencies,362,1157,1
riot,riot-5.3.1,riot,babel,6.x.x,devDependencies,363,1157,1
sinonjs,sinon-9.2.4,sinon,babel,6.x.x,devDependencies,364,1157,1
thelounge,thelounge-4.3.0-pre.1,thelounge,babel,6.x.x,devDependencies,365,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,366,1157,1
yarnpkg,yarn-1.22.10,yarn,babel,6.x.x,devDependencies,367,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,368,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,6.x.x,devDependencies,369,1157,1
aurelia,framework-1.3.1,aurelia-framework,babel,6.x.x,devDependencies,370,1157,1
kriasoft,react-firebase-starter-1.0.0,app,babel,6.x.x,devDependencies,371,1157,1
reactide,reactide-3.0-beta, ,babel,6.x.x,devDependencies,372,1157,1
serratus,quaggaJS-1.0.0-beta.2,quagga-react,babel,6.x.x,devDependencies,373,1157,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,374,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,375,1157,1
stealjs,steal-2.2.4,@cycle/storage,babel,6.x.x,devDependencies,376,1157,1
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,babel,6.x.x,devDependencies,377,1157,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,378,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,379,1157,1
stealjs,steal-2.2.4,@cycle/storage,babel,6.x.x,devDependencies,380,1157,1
stealjs,steal-2.2.4,@cycle/storage,babel,6.x.x,devDependencies,381,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,382,1157,1
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,babel,6.x.x,devDependencies,383,1157,1
brave,browser-laptop-0.27.3,brave,babel,6.x.x,devDependencies,384,1157,1
kriasoft,react-firebase-starter-1.0.0,app,babel,6.x.x,devDependencies,385,1157,1
mojs,mojs-0.288.2,mo-js,babel,6.x.x,devDependencies,386,1157,1
reactide,reactide-3.0-beta, ,babel,6.x.x,dependencies,387,1157,1
angular-fullsta,generator-angular-fullstack-5,webpack.js.org,babel,6.x.x,devDependencies,388,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,389,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,390,1157,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,babel,6.x.x,devDependencies,391,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,392,1157,1
paularmstrong,normalizr-3.6.1,normalizr-redux-exampl,babel,6.x.x,dependencies,393,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,394,1157,1
angular-fullsta,generator-angular-fullstack-5,generator-angular-full,babel,6.x.x,devDependencies,395,1157,1
paularmstrong,normalizr-3.6.1,normalizr-redux-exampl,babel,6.x.x,dependencies,396,1157,1
paularmstrong,normalizr-3.6.1,normalizr-redux-exampl,babel,6.x.x,dependencies,397,1157,1
yarnpkg,yarn-1.22.10, ,babel,6.x.x,dependencies,398,1157,1
zalmoxisus,redux-devtools-extension-2.17,2.17.1,babel,6.x.x,devDependencies,399,1157,1
angular-fullsta,generator-angular-fullstack-5,webpack.js.org,babel,6.x.x,devDependencies,400,1157,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,401,1157,1
Dash-Industry-F,dash.js-3.2.1,dashjs-webpack-sample,babel,6.x.x,devDependencies,402,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,403,1157,1
ElemeFE,vue-amap-0.1.6,vue-amap,babel,6.x.x,devDependencies,404,1157,1
kriasoft,react-starter-kit-0.5.1,true,babel,6.x.x,devDependencies,405,1157,1
localForage,localForage-1.9.0,localforage,babel,6.x.x,devDependencies,406,1157,1
mojs,mojs-0.288.2,mo-js,babel,6.x.x,devDependencies,407,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,408,1157,1
serratus,quaggaJS-1.0.0-beta.2,quagga-react,babel,6.x.x,devDependencies,409,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,6.x.x,devDependencies,410,1157,1
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,babel,6.x.x,devDependencies,411,1157,1
Tencent,weui.js-1.2.1,weui.js,babel,6.x.x,devDependencies,412,1157,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,babel,6.x.x,devDependencies,413,1157,1
yarnpkg,yarn-1.22.10,yarn,babel,6.x.x,devDependencies,414,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,415,1157,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,416,1157,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,babel,6.x.x,dependencies,417,1157,1
typicode,lowdb-1.0.0,lowdb,babel,6.x.x,devDependencies,418,1157,1
angular-fullsta,generator-angular-fullstack-5,generator-angular-full,babel,6.x.x,dependencies,419,1157,1
date-fns,date-fns-2.19.0,date-fns-example-babel,babel,6.x.x,dependencies,420,1157,1
jaredreich,pell-1.0.6,pell,babel,6.x.x,devDependencies,421,1157,1
locutusjs,locutus-2.0.14,locutus,babel,6.x.x,devDependencies,422,1157,1
marcuswestin,store.js-2.0.12,store,babel,6.x.x,devDependencies,423,1157,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,babel,6.x.x,devDependencies,424,1157,1
benweet,stackedit-5.14.5,stackedit,babel,6.x.x,devDependencies,425,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,426,1157,1
jaredreich,pell-1.0.6,pell,babel,6.x.x,devDependencies,427,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,6.x.x,devDependencies,428,1157,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,babel,6.x.x,devDependencies,429,1157,1
date-fns,date-fns-2.19.0,date-fns-example-flow,babel,6.x.x,dependencies,430,1157,1
date-fns,date-fns-2.19.0,date-fns-example-babel,babel,6.x.x,dependencies,431,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,432,1157,1
angular-fullsta,generator-angular-fullstack-5,generator-angular-full,babel,6.x.x,dependencies,433,1157,1
benweet,stackedit-5.14.5,stackedit,babel,6.x.x,devDependencies,434,1157,1
didi,cube-ui-1.12.38,cube-ui,babel,6.x.x,devDependencies,435,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,6.x.x,devDependencies,436,1157,1
benweet,stackedit-5.14.5,stackedit,babel,6.x.x,devDependencies,437,1157,1
transcranial,keras-js-0.3.0,keras-js,babel,6.x.x,dependencies,438,1157,1
locutusjs,locutus-2.0.14,locutus,babel,6.x.x,devDependencies,439,1157,1
shentao,vue-multiselect-2.1.3,vue-multiselect,babel,6.x.x,devDependencies,440,1157,1
jaredreich,pell-1.0.6,pell,babel,6.x.x,devDependencies,441,1157,1
locutusjs,locutus-2.0.14,locutus,babel,6.x.x,devDependencies,442,1157,1
DemocracyOS,democracyos-2.11.16,democracyos,babel,6.x.x,dependencies,443,1157,1
OnsenUI,OnsenUI-2.11.2,react-onsenui,babel,6.x.x,devDependencies,444,1157,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,babel,6.x.x,devDependencies,445,1157,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,babel,6.x.x,devDependencies,446,1157,1
responsively-or,responsively-app-0.15.0,Responsively-App,babel,6.x.x,devDependencies,447,1157,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,babel,6.x.x,devDependencies,448,1157,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-proper,babel,6.x.x,devDependencies,449,1157,1
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,babel,6.x.x,devDependencies,450,1157,1
DemocracyOS,democracyos-2.11.16,democracyos,babel,6.x.x,dependencies,451,1157,1
Dogfalo,materialize-1.0.0,materialize-css,babel,6.x.x,dependencies,452,1157,1
garris,BackstopJS-5.1.0,backstopjs,babel,6.x.x,devDependencies,453,1157,1
keystonejs,keystone-classic-4.2.1,gatsby-starter-default,babel,6.x.x,dependencies,454,1157,1
mongo-express,mongo-express-1.0.0-alpha.1,1.0.0-alpha.1,babel,6.x.x,devDependencies,455,1157,1
needim,noty-3.2.0-beta,noty,babel,6.x.x,devDependencies,456,1157,1
olifolkerd,tabulator-4.9.3,tabulator-tables,babel,6.x.x,devDependencies,457,1157,1
webslides,WebSlides-1.5.0,webslides,babel,6.x.x,devDependencies,458,1157,1
arkime,arkime-2.7.1,moloch,babel,6.x.x,devDependencies,459,1157,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-proper,babel,6.x.x,devDependencies,460,1157,1
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,babel,6.x.x,devDependencies,461,1157,1
feathericons,feather-4.28.0,feather-icons,babel,6.x.x,devDependencies,462,1157,1
keystonejs,keystone-classic-4.2.1,gatsby-starter-default,babel,6.x.x,dependencies,463,1157,1
olifolkerd,tabulator-4.9.3,tabulator-tables,babel,6.x.x,devDependencies,464,1157,1
OnsenUI,OnsenUI-2.11.2, ,babel,6.x.x,devDependencies,465,1157,1
PanJiaChen,vue-admin-template-3.9.0,vue-admin-template,babel,6.x.x,devDependencies,466,1157,1
reactjs,react-modal-3.12.1,react-modal,babel,6.x.x,devDependencies,467,1157,1
feathericons,feather-4.28.0,feather-icons,babel,6.x.x,devDependencies,468,1157,1
transcranial,keras-js-0.3.0,keras-js,babel,6.x.x,devDependencies,469,1157,1
kazupon,vue-i18n-8.24.0,vue-i18n-ssr,babel,6.x.x,devDependencies,470,1157,1
mongo-express,mongo-express-1.0.0-alpha.1,1.0.0-alpha.1,babel,6.x.x,devDependencies,471,1157,1
needim,noty-3.2.0-beta,noty,babel,6.x.x,devDependencies,472,1157,1
transcranial,keras-js-0.3.0,keras-js,babel,6.x.x,devDependencies,473,1157,1
vuejs,vue-router-3.5.1,vue-router,babel,6.x.x,devDependencies,474,1157,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,babel,6.x.x,devDependencies,475,1157,1
cezerin,cezerin-0.33.0,cezerin,babel,6.x.x,dependencies,476,1157,1
garris,BackstopJS-5.1.0,backstopjs,babel,6.x.x,devDependencies,477,1157,1
keystonejs,keystone-classic-4.2.1,gatsby-starter-default,babel,6.x.x,dependencies,478,1157,1
laurent22,joplin-1.7.11,@joplin/app-desktop,babel,6.x.x,devDependencies,479,1157,1
reactjs,react-modal-3.12.1,react-modal,babel,6.x.x,devDependencies,480,1157,1
webpack,webpack.js.org-4.41.2,webpack.js.org,babel,6.x.x,devDependencies,481,1157,1
npm,cli-7.6.2,tiny-relative-date,babel,6.x.x,devDependencies,482,1157,1
reactjs,react-modal-3.12.1,react-modal,babel,6.x.x,devDependencies,483,1157,1
benweet,stackedit-5.14.5,stackedit,babel,6.x.x,devDependencies,484,1157,1
caolan,async-3.2.0,async,babel,6.x.x,dependencies,485,1157,1
dcloudio,uni-app-2.0.0-31120210205001,vue-style-loader,babel,6.x.x,devDependencies,486,1157,1
reactioncommerc,reaction-3.11.1,reaction-api,babel,6.x.x,devDependencies,487,1157,1
shipshapecode,tether-2.0.0-beta.5,tether,babel,6.x.x,devDependencies,488,1157,1
Shopify,draggable-1.0.0-beta.12,@shopify/draggable,babel,6.x.x,devDependencies,489,1157,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,babel,6.x.x,devDependencies,490,1157,1
cezerin,cezerin-0.33.0,cezerin,babel,6.x.x,dependencies,491,1157,1
google,shaka-player-3.0.8,shaka-player,babel,6.x.x,devDependencies,492,1157,1
ipfs,js-ipfs-ipfs-0.54.3,example-browser-parcel,babel,6.x.x,devDependencies,493,1157,1
julianshapiro,velocity-2.0.6,velocity-animate,babel,6.x.x,devDependencies,494,1157,1
ml5js,ml5-library-0.6.1,ml5,babel,6.x.x,devDependencies,495,1157,1
RocketChat,Rocket.Chat-3.12.0-rc.4,Rocket.Chat,babel,6.x.x,devDependencies,496,1157,1
trufflesuite,truffle-5.2.3,@truffle/compile-solid,babel,6.x.x,devDependencies,497,1157,1
async-labs,builderbook-2.0.0,tutorial-4-start,babel,6.x.x,dependencies,498,1157,1
aui,art-template-4.13.2,art-template,babel,6.x.x,devDependencies,499,1157,1
benmosher,eslint-plugin-import-2.22.1,eslint-plugin-import,babel,6.x.x,devDependencies,500,1157,1
cezerin,cezerin-0.33.0,cezerin,babel,6.x.x,dependencies,501,1157,1
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,babel,6.x.x,devDependencies,502,1157,1
hustcc,canvas-nest.js-2.0.1,canvas-nest.js,babel,6.x.x,devDependencies,503,1157,1
keeweb,keeweb-1.17.1,keeweb,babel,6.x.x,dependencies,504,1157,1
laurent22,joplin-1.7.11,@joplin/app-desktop,babel,6.x.x,devDependencies,505,1157,1
ml5js,ml5-library-0.6.1,ml5,babel,6.x.x,devDependencies,506,1157,1
reactjs,react-modal-3.12.1,react-modal,babel,6.x.x,devDependencies,507,1157,1
webslides,WebSlides-1.5.0,webslides,babel,6.x.x,devDependencies,508,1157,1
arkime,arkime-2.7.1,moloch,babel,6.x.x,devDependencies,509,1157,1
benmosher,eslint-plugin-import-2.22.1,eslint-plugin-import,babel,6.x.x,devDependencies,510,1157,1
benweet,stackedit-5.14.5,stackedit,babel,6.x.x,devDependencies,511,1157,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,babel,6.x.x,devDependencies,512,1157,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-commen,babel,6.x.x,devDependencies,513,1157,1
caolan,async-3.2.0,async,babel,6.x.x,dependencies,514,1157,1
carbon-design-s,carbon-10.30.0,create-react-app,babel,6.x.x,dependencies,515,1157,1
cezerin,cezerin-0.33.0,cezerin,babel,6.x.x,dependencies,516,1157,1
dataarts,dat.gui-0.7.7,dat.gui,babel,6.x.x,devDependencies,517,1157,1
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,babel,6.x.x,devDependencies,518,1157,1
eKoopmans,html2pdf.js-0.9.2,html2pdf.js,babel,6.x.x,devDependencies,519,1157,1
formio,formio.js-4.13.0-rc.16,formiojs,babel,6.x.x,devDependencies,520,1157,1
frappe,charts-1.5.8,frappe-charts,babel,6.x.x,devDependencies,521,1157,1
garris,BackstopJS-5.1.0,backstopjs,babel,6.x.x,devDependencies,522,1157,1
glidejs,glide-3.4.1,@glidejs/glide,babel,6.x.x,devDependencies,523,1157,1
google,shaka-player-3.0.8,shaka-player,babel,6.x.x,devDependencies,524,1157,1
julianshapiro,velocity-2.0.6,velocity-animate,babel,6.x.x,devDependencies,525,1157,1
ml5js,ml5-library-0.6.1,ml5,babel,6.x.x,devDependencies,526,1157,1
NervJS,taro-3.2.0-canary.9,taro,babel,6.x.x,devDependencies,527,1157,1
nodejs,node-15.10.0, ,babel,6.x.x,dependencies,528,1157,1
OnsenUI,OnsenUI-2.11.2,onsenui,babel,6.x.x,devDependencies,529,1157,1
PanJiaChen,vue-admin-template-3.9.0,vue-admin-template,babel,6.x.x,devDependencies,530,1157,1
parcel-bundler,parcel-2.0.0-beta.1,babel-6-compatibility,babel,6.x.x,devDependencies,531,1157,1
Shopify,draggable-1.0.0-beta.12,@shopify/draggable,babel,6.x.x,devDependencies,532,1157,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,babel,6.x.x,devDependencies,533,1157,1
trufflesuite,truffle-5.2.3,@truffle/compile-solid,babel,6.x.x,devDependencies,534,1157,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,babel,6.x.x,devDependencies,535,1157,1
webpack,webpack.js.org-4.41.2,webpack.js.org,babel,6.x.x,devDependencies,536,1157,1
webslides,WebSlides-1.5.0,webslides,babel,6.x.x,devDependencies,537,1157,1
xiangyuecn,Recorder-1.1.21021500,recorder-vue-demo,babel,6.x.x,dependencies,538,1157,1
yarnpkg,yarn-1.22.10,yarn,babel,6.x.x,devDependencies,539,1157,1
zenorocha,clipboard.js-2.0.6,clipboard,babel,6.x.x,devDependencies,540,1157,1
benmosher,eslint-plugin-import-2.22.1,eslint-import-resolver,babel,6.x.x,devDependencies,541,1157,1
caolan,async-3.2.0,async,babel,6.x.x,dependencies,542,1157,1
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,babel,6.x.x,devDependencies,543,1157,1
frappe,charts-1.5.8,frappe-charts,babel,6.x.x,devDependencies,544,1157,1
locutusjs,locutus-2.0.14,locutus,babel,6.x.x,devDependencies,545,1157,1
ml5js,ml5-library-0.6.1,ml5,babel,6.x.x,devDependencies,546,1157,1
mongo-express,mongo-express-1.0.0-alpha.1,1.0.0-alpha.1,babel,6.x.x,devDependencies,547,1157,1
serratus,quaggaJS-1.0.0-beta.2,quagga,babel,6.x.x,devDependencies,548,1157,1
brave,browser-laptop-0.27.3,brave,babel,6.x.x,devDependencies,549,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-todomvc-example,babel,6.x.x,devDependencies,550,1157,1
caolan,async-3.2.0,async,babel,6.x.x,dependencies,551,1157,1
nodejs,node-15.10.0,columnify,babel,6.x.x,devDependencies,552,1157,1
npm,cli-7.6.2,columnify,babel,6.x.x,devDependencies,553,1157,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,babel,6.x.x,devDependencies,554,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-todomvc-example,babel,6.x.x,devDependencies,555,1157,1
reactide,reactide-3.0-beta, ,babel,6.x.x,devDependencies,556,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-counter-example,babel,6.x.x,devDependencies,557,1157,1
nodejs,node-15.10.0,columnify,babel,6.x.x,devDependencies,558,1157,1
npm,cli-7.6.2,columnify,babel,6.x.x,devDependencies,559,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-counter-example,babel,6.x.x,devDependencies,560,1157,1
brave,browser-laptop-0.27.3,brave,babel,6.x.x,devDependencies,561,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-counter-example,babel,6.x.x,devDependencies,562,1157,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,babel,6.x.x,devDependencies,563,1157,1
zalmoxisus,redux-devtools-extension-2.17,redux-counter-example,babel,6.x.x,devDependencies,564,1157,1
brave,browser-laptop-0.27.3,brave,babel,6.x.x,devDependencies,565,1157,1
nodejs,node-15.10.0, ,babel,6.x.x,devDependencies,566,1157,1
needim,noty-3.2.0-beta,noty,babel,6.x.x,devDependencies,567,1157,1
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,babel,6.x.x,devDependencies,568,1157,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,babel,6.x.x,devDependencies,569,1157,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,babel,6.x.x,devDependencies,570,1157,1
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,babel,6.x.x,devDependencies,571,1157,1
localForage,localForage-1.9.0,localforage,babel,6.x.x,devDependencies,572,1157,1
sachinchoolur,lightgallery.js-1.4.1-beta-0,lightgallery.js,babel,6.x.x,dependencies,573,1157,1
Dash-Industry-F,dash.js-3.2.1,dashjs-webpack-sample,babel,6.x.x,devDependencies,574,1157,1
