project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
vuejs,vue-2.6.12,vue,rollup,9.x.x,devDependencies,8010,419,1
emberjs,ember.js-3.26.0-beta.2,ember-source,rollup,9.x.x,devDependencies,8011,419,1
facebook,react-17.0.1,true,rollup,9.x.x,devDependencies,8012,419,1
marionettejs,backbone.marionette-4.1.3,backbone.marionette,rollup,9.x.x,devDependencies,8013,419,1
pqina,filepond-4.25.2,filepond,rollup,9.x.x,devDependencies,8014,419,1
strapi,strapi-3.5.1,strapi-helper-plugin,rollup,9.x.x,devDependencies,8015,419,1
videojs,video.js-7.11.5,video.js,rollup,9.x.x,devDependencies,8016,419,1
azat-co,practicalnode-1st-edition,transformers,sass,*,devDependencies,8017,57,0
dropzone,dropzone-5.7.6,dropzone,sass,1.x.x,devDependencies,8018,57,0
dcloudio,uni-app-2.0.0-31120210205001,@vue/component-compile,sass,1.x.x,devDependencies,8019,57,0
cube-js,cube.js-0.26.52,dashboard-app,sass,1.x.x,devDependencies,8020,57,0
videojs,video.js-7.11.5,video.js,sass,1.x.x,devDependencies,8021,57,0
sweetalert2,sweetalert2-10.15.5,sweetalert2,sass,1.x.x,devDependencies,8022,57,0
parcel-bundler,parcel-2.0.0-beta.1,@parcel/transformer-sa,sass,1.x.x,devDependencies,8023,57,0
